link,text,user_description,user_name,year
https://t.co/YAQISke7Cl,17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/YAQISke7Cl https://t.co/BoyJab5UgL,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/wZfN3OJijH,@Qwaszx179730654 17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/wZfN3OJijH,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/nQA0LtoMPE,17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/nQA0LtoMPE https://t.co/Calanlc3ES,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/Anu6f3Ro3C,@RFI_Cn 17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/Anu6f3Ro3C,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/GSIzG6Uhdk,17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/GSIzG6Uhdk https://t.co/07yApf00b3,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/KAPjltb7Cj,@Qwaszx179730654 17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/KAPjltb7Cj,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/7QkPP5WfZh,17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/7QkPP5WfZh https://t.co/bZFG3hBzYZ,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/ZDQDPXe1Lr,@xianglin8964 17家银行没了。河南人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把河南人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/ZDQDPXe1Lr,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/qMNsr0ETVq,@Titus0211 @LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/qMNsr0ETVq,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/K4312piFgc,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/K4312piFgc https://t.co/6nVLWadKXQ,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/1HAq1IWx8X,@JackTon06022959 @LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/1HAq1IWx8X,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/y29nsrgREf,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/y29nsrgREf https://t.co/OL6CoBWJyc,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/nBvFbcHSHS,@kittycitynb @LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/nBvFbcHSHS,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/lV8GhPVsEg,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/lV8GhPVsEg https://t.co/AfY26AjIAZ,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/XPq2G7UIQn,@Zhenxing83 @LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/XPq2G7UIQn,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/l4yPDlc1HE,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/l4yPDlc1HE https://t.co/PaX9DsLUeZ,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/yHcEwgwJv2,@Cmpxburn @LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/yHcEwgwJv2,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/hRmehTS5qn,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/hRmehTS5qn https://t.co/R6VaKqb754,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/LKQOIS8oFk,@zhuroupu @LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/LKQOIS8oFk,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/SOaU6q5crx,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/SOaU6q5crx https://t.co/pxSzRzYNlr,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/IzwTmEbwyq,@Ted91823920 @Astrid35933170 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/IzwTmEbwyq,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/cT00Nrki2W,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/cT00Nrki2W https://t.co/TG3FJOI01l,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/wIgseF2936,@Astrid35933170 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/wIgseF2936,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/cbpI6RwRJE,@func_get @LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/cbpI6RwRJE,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/gr7oQcOYtN,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/gr7oQcOYtN https://t.co/3ycKFJtVEs,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/nIYFwkB6gA,@LQ0068 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/nIYFwkB6gA,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/rDymWP944z,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/rDymWP944z https://t.co/sX3WcE3Q9W,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/G75vI93ytb,@KUI__YANG 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/G75vI93ytb,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/SMpdmkTgoE,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/SMpdmkTgoE https://t.co/qB1pqUDJam,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/vxIJOZOgxI,@wanjunxie 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/vxIJOZOgxI,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/1WUb2LAPAv,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/1WUb2LAPAv https://t.co/19hEVvonNk,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/4LEquLVV74,@Qwaszx179730654 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/4LEquLVV74,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/SeC3BfNAkE,17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/SeC3BfNAkE https://t.co/4Der6vAmis,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
https://t.co/ZkQQRtfF5u,@RealHaonian 17家银行没了。人民是支持毛泽东路线的（2010年，河南四个城市的人民上街游行支持薄熙来走毛泽东路线），习近平是给亚非拉送钱送粮买洋屌的，那么习近平把人民在银行的钱拿去买洋屌，完全是顺理成章合情合理，人民咎由自取恶有恶报！（毛泽东路线，就是给亚非拉送钱送粮送B 送女人的路线。） https://t.co/ZkQQRtfF5u,"prophesy秘谶：四鸟相继飞，白羽撞山尽！
毛泽东靠皇军他皇球恩婊叔苏俄他白球恩婊叔裤裆里的“枪杆子出政权”！
习近平靠亚非拉他白球恩婊叔黑球恩婊叔裤裆里的“枪杆子保政权”！
“讲好中国共产党国际卖淫国际慰安国际舔洋屌故事”，传播中国共产党“学妓强国”的光辉事迹！",Prophesy秘谶,2022
